Area Name,Occupational Code,Occupational Title,Estimated Employment,Pay Type,Mean Wage,Entry Wage,Experienced Wage,10th Percentile Wage,25th Percentile Wage,Median Wage,75th Percentile Wage,90th Percentile Wage
Iowa,17-3012,Electrical and Electronics Drafters,110,Hourly wage,30.34,20.27,35.37,16.71,25.00,30.14,37.60,44.24
Iowa,17-3012,Electrical and Electronics Drafters,110,Annual wage,63105.00,42161.00,73577.00,34751.00,52000.00,62685.00,78208.00,92016.00
Iowa,17-3013,Mechanical Drafters,980,Hourly wage,29.15,20.54,33.45,19.47,22.28,27.11,33.51,42.18
Iowa,17-3013,Mechanical Drafters,980,Annual wage,60622.00,42728.00,69569.00,40492.00,46344.00,56398.00,69691.00,87735.00
Iowa,17-3019,"Drafters, All Other",180,Hourly wage,25.61,16.13,30.34,15.31,17.95,24.46,32.79,38.91
Iowa,17-3019,"Drafters, All Other",180,Annual wage,53259.00,33544.00,63117.00,31839.00,37329.00,50876.00,68205.00,80929.00
Iowa,17-3021,Aerospace Engineering and Operations Technologists and Technicians,90,Hourly wage,31.42,21.44,36.42,18.43,24.54,31.07,38.50,45.56
Iowa,17-3021,Aerospace Engineering and Operations Technologists and Technicians,90,Annual wage,65364.00,44588.00,75752.00,38334.00,51052.00,64623.00,80073.00,94758.00
Iowa,17-3022,Civil Engineering Technologists and Technicians,1120,Hourly wage,28.00,18.57,32.72,16.99,20.63,27.86,34.73,39.17
Iowa,17-3022,Civil Engineering Technologists and Technicians,1120,Annual wage,58246.00,38625.00,68056.00,35349.00,42902.00,57950.00,72248.00,81468.00
Iowa,17-3023,Electrical and Electronic Engineering Technologists and Technicians,930,Hourly wage,34.15,24.98,38.73,23.07,28.68,34.87,39.36,46.25
Iowa,17-3023,Electrical and Electronic Engineering Technologists and Technicians,930,Annual wage,71028.00,51951.00,80566.00,47980.00,59644.00,72540.00,81879.00,96197.00
Iowa,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,200,Hourly wage,31.06,22.73,35.23,20.96,24.69,29.93,36.44,41.32
Iowa,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,200,Annual wage,64609.00,47271.00,73278.00,43604.00,51352.00,62263.00,75788.00,85942.00
Iowa,17-3025,Environmental Engineering Technologists and Technicians,50,Hourly wage,28.14,17.31,33.55,14.19,20.95,26.79,31.55,40.39
Iowa,17-3025,Environmental Engineering Technologists and Technicians,50,Annual wage,58530.00,36012.00,69789.00,29510.00,43585.00,55727.00,65624.00,84018.00
Iowa,17-3026,Industrial Engineering Technologists and Technicians,880,Hourly wage,26.19,17.83,30.36,16.44,19.93,23.86,29.79,37.98
Iowa,17-3026,Industrial Engineering Technologists and Technicians,880,Annual wage,54469.00,37089.00,63159.00,34191.00,41451.00,49626.00,61968.00,79003.00
Iowa,17-3027,Mechanical Engineering Technologists and Technicians,580,Hourly wage,27.08,19.97,30.63,18.37,22.08,26.80,31.13,37.47
Iowa,17-3027,Mechanical Engineering Technologists and Technicians,580,Annual wage,56316.00,41538.00,63705.00,38212.00,45932.00,55739.00,64753.00,77941.00
Iowa,17-3031,Surveying and Mapping Technicians,250,Hourly wage,22.51,16.44,25.55,15.11,19.10,22.45,26.01,30.34
Iowa,17-3031,Surveying and Mapping Technicians,250,Annual wage,46825.00,34203.00,53136.00,31425.00,39726.00,46704.00,54099.00,63117.00
Iowa,17-3098,"Calibration Technologists and Technicians and Engineering Technologists and Technicians, Except Drafters, All Other",1270,Hourly wage,29.07,20.96,33.12,20.19,23.05,27.90,33.66,40.82
Iowa,17-3098,"Calibration Technologists and Technicians and Engineering Technologists and Technicians, Except Drafters, All Other",1270,Annual wage,60463.00,43604.00,68892.00,41992.00,47948.00,58034.00,70007.00,84899.00
Iowa,19-0000,"Life, Physical, and Social Science Occupations",11890,Hourly wage,30.47,18.63,36.39,16.78,21.35,28.31,37.13,47.39
Iowa,19-0000,"Life, Physical, and Social Science Occupations",11890,Annual wage,63382.00,38753.00,75697.00,34906.00,44400.00,58888.00,77222.00,98572.00
Iowa,19-1011,Animal Scientists,130,Hourly wage,32.59,24.14,36.81,22.01,26.09,30.31,36.87,43.04
Iowa,19-1011,Animal Scientists,130,Annual wage,67784.00,50214.00,76570.00,45775.00,54259.00,63039.00,76684.00,89522.00
Iowa,19-1012,Food Scientists and Technologists,320,Hourly wage,35.25,20.00,42.88,18.03,22.62,30.59,47.02,59.43
Iowa,19-1012,Food Scientists and Technologists,320,Annual wage,73322.00,41594.00,89186.00,37498.00,47041.00,63636.00,97808.00,123623.00
Iowa,19-1013,Soil and Plant Scientists,800,Hourly wage,31.72,21.65,36.75,20.02,24.79,29.83,36.92,45.55
Iowa,19-1013,Soil and Plant Scientists,800,Annual wage,65972.00,45030.00,76443.00,41651.00,51557.00,62043.00,76799.00,94750.00
Iowa,19-1021,Biochemists and Biophysicists,80,Hourly wage,29.09,21.30,32.98,20.00,24.17,28.40,34.07,40.35
Iowa,19-1021,Biochemists and Biophysicists,80,Annual wage,60503.00,44304.00,68602.00,41600.00,50277.00,59062.00,70869.00,83921.00
Iowa,19-1022,Microbiologists,200,Hourly wage,38.91,24.05,46.35,22.08,26.12,33.13,48.24,66.69
Iowa,19-1022,Microbiologists,200,Annual wage,80941.00,50016.00,96404.00,45916.00,54321.00,68913.00,100346.00,138710.00
Iowa,19-1023,Zoologists and Wildlife Biologists,90,Hourly wage,36.23,29.98,39.36,28.08,31.91,36.66,40.44,43.49
Iowa,19-1023,Zoologists and Wildlife Biologists,90,Annual wage,75359.00,62356.00,81860.00,58397.00,66376.00,76249.00,84125.00,90454.00
Iowa,19-1029,"Biological Scientists, All Other",310,Hourly wage,33.07,21.46,38.87,16.51,26.28,32.50,40.01,46.79
Iowa,19-1029,"Biological Scientists, All Other",310,Annual wage,68782.00,44635.00,80856.00,34332.00,54663.00,67599.00,83211.00,97316.00
Iowa,19-1031,Conservation Scientists,610,Hourly wage,27.29,19.41,31.23,17.02,20.96,26.28,31.62,40.00
Iowa,19-1031,Conservation Scientists,610,Annual wage,56766.00,40370.00,64964.00,35393.00,43605.00,54663.00,65769.00,83204.00
Iowa,19-1032,Foresters,60,Hourly wage,34.55,27.26,38.19,26.50,29.61,35.02,39.38,42.81
Iowa,19-1032,Foresters,60,Annual wage,71864.00,56707.00,79443.00,55123.00,61594.00,72843.00,81916.00,89051.00
Iowa,19-1041,Epidemiologists,50,Hourly wage,38.90,26.13,45.28,24.78,27.57,32.21,39.55,50.53
Iowa,19-1041,Epidemiologists,50,Annual wage,80910.00,54360.00,94185.00,51532.00,57354.00,66999.00,82261.00,105108.00
Iowa,19-1042,"Medical Scientists, Except Epidemiologists",1060,Hourly wage,33.36,22.10,38.98,20.67,24.71,30.22,37.80,48.73
Iowa,19-1042,"Medical Scientists, Except Epidemiologists",1060,Annual wage,69380.00,45966.00,81087.00,42997.00,51397.00,62861.00,78627.00,101364.00
Iowa,19-1099,"Life Scientists, All Other",120,Hourly wage,38.63,28.20,43.85,26.45,30.74,36.65,44.20,51.73
Iowa,19-1099,"Life Scientists, All Other",120,Annual wage,80356.00,58663.00,91202.00,55012.00,63944.00,76242.00,91937.00,107590.00
Iowa,19-2012,Physicists,50,Hourly wage,47.40,28.26,56.97,26.65,30.15,37.43,50.33,89.69
Iowa,19-2012,Physicists,50,Annual wage,98586.00,58777.00,118490.00,55432.00,62707.00,77850.00,104691.00,186557.00
Iowa,19-2021,Atmospheric and Space Scientists,70,Hourly wage,42.88,26.13,51.26,19.19,32.72,43.86,54.09,61.97
Iowa,19-2021,Atmospheric and Space Scientists,70,Annual wage,89195.00,54357.00,106615.00,39909.00,68060.00,91234.00,112516.00,128899.00
Iowa,19-2031,Chemists,550,Hourly wage,39.22,25.83,45.92,23.18,29.59,39.71,47.60,57.27
Iowa,19-2031,Chemists,550,Annual wage,81577.00,53717.00,95507.00,48218.00,61550.00,82593.00,99013.00,119120.00
Iowa,19-2032,Materials Scientists,70,Hourly wage,40.50,23.24,49.12,21.46,25.49,41.22,52.62,61.72
Iowa,19-2032,Materials Scientists,70,Annual wage,84232.00,48348.00,102174.00,44641.00,53013.00,85737.00,109458.00,128386.00
Iowa,19-2041,"Environmental Scientists and Specialists, Including Health",610,Hourly wage,34.89,25.01,39.83,22.63,28.40,35.40,40.39,47.90
Iowa,19-2041,"Environmental Scientists and Specialists, Including Health",610,Annual wage,72564.00,52020.00,82836.00,47076.00,59080.00,73638.00,84005.00,99635.00
Iowa,19-2042,"Geoscientists, Except Hydrologists and Geographers",40,Hourly wage,37.92,26.86,43.46,24.25,30.30,37.23,42.96,52.76
Iowa,19-2042,"Geoscientists, Except Hydrologists and Geographers",40,Annual wage,78884.00,55862.00,90394.00,50439.00,63025.00,77441.00,89356.00,109736.00
Iowa,19-2043,Hydrologists,50,Hourly wage,38.67,26.78,44.61,25.47,29.66,37.74,47.34,54.10
Iowa,19-2043,Hydrologists,50,Annual wage,80431.00,55702.00,92795.00,52980.00,61691.00,78490.00,98468.00,112526.00
Iowa,19-2099,"Physical Scientists, All Other",30,Hourly wage,35.29,14.33,45.77,13.81,15.01,32.19,54.71,65.65
Iowa,19-2099,"Physical Scientists, All Other",30,Annual wage,73406.00,29808.00,95204.00,28732.00,31217.00,66959.00,113805.00,136558.00
Iowa,19-3011,Economists,50,Hourly wage,42.00,30.32,47.83,24.79,34.51,40.82,47.87,53.19
Iowa,19-3011,Economists,50,Annual wage,87351.00,63065.00,99494.00,51554.00,71775.00,84915.00,99561.00,110638.00
Iowa,19-3022,Survey Researchers,40,Hourly wage,42.82,24.34,52.05,22.50,25.73,37.67,62.54,73.42
Iowa,19-3022,Survey Researchers,40,Annual wage,89056.00,50636.00,108266.00,46798.00,53514.00,78363.00,130082.00,152721.00
Iowa,19-3031,"Clinical, Counseling, and School Psychologists",700,Hourly wage,39.42,23.43,47.42,20.73,28.33,36.16,45.74,61.67
Iowa,19-3031,"Clinical, Counseling, and School Psychologists",700,Annual wage,82002.00,48725.00,98640.00,43116.00,58920.00,75222.00,95138.00,128265.00
Iowa,19-3039,"Psychologists, All Other",100,Hourly wage,48.80,34.48,55.96,29.18,44.67,52.63,57.02,62.03
Iowa,19-3039,"Psychologists, All Other",100,Annual wage,101499.00,71724.00,116387.00,60685.00,92913.00,109477.00,118606.00,129014.00
Iowa,19-3051,Urban and Regional Planners,220,Hourly wage,33.85,24.42,38.57,22.29,26.97,33.65,39.97,47.54
Iowa,19-3051,Urban and Regional Planners,220,Annual wage,70412.00,50793.00,80222.00,46354.00,56091.00,69996.00,83138.00,98884.00
Iowa,19-3091,Anthropologists and Archeologists,30,Hourly wage,28.64,21.77,32.08,20.90,23.33,27.55,31.33,36.86
Iowa,19-3091,Anthropologists and Archeologists,30,Annual wage,59574.00,45285.00,66718.00,43465.00,48524.00,57296.00,65171.00,76665.00
Iowa,19-3093,Historians,20,Hourly wage,23.32,19.38,25.29,17.54,20.44,23.36,26.76,29.77
Iowa,19-3093,Historians,20,Annual wage,48500.00,40312.00,52594.00,36473.00,42511.00,48593.00,55664.00,61931.00
Iowa,19-3099,"Social Scientists and Related Workers, All Other",200,Hourly wage,35.15,23.60,40.92,20.17,28.38,34.69,40.40,50.46
Iowa,19-3099,"Social Scientists and Related Workers, All Other",200,Annual wage,73110.00,49098.00,85116.00,41949.00,59032.00,72156.00,84042.00,104966.00
Iowa,19-4010,Agricultural and Food Science Technicians,930,Hourly wage,21.55,15.77,24.44,14.45,17.06,20.62,24.72,31.30
Iowa,19-4010,Agricultural and Food Science Technicians,930,Annual wage,44833.00,32811.00,50844.00,30056.00,35486.00,42886.00,51428.00,65104.00
Iowa,19-4021,Biological Technicians,780,Hourly wage,22.54,15.86,25.88,15.01,17.69,21.90,27.07,31.76
Iowa,19-4021,Biological Technicians,780,Annual wage,46882.00,32983.00,53831.00,31219.00,36787.00,45560.00,56310.00,66060.00
Iowa,19-4031,Chemical Technicians,580,Hourly wage,23.47,16.84,26.78,16.05,18.58,22.57,27.59,33.59
Iowa,19-4031,Chemical Technicians,580,Annual wage,48814.00,35024.00,55709.00,33387.00,38644.00,46949.00,57382.00,69877.00
Iowa,19-4042,"Environmental Science and Protection Technicians, Including Health",210,Hourly wage,25.31,17.95,28.99,16.60,19.77,24.46,29.84,36.86
Iowa,19-4042,"Environmental Science and Protection Technicians, Including Health",210,Annual wage,52643.00,37340.00,60294.00,34534.00,41129.00,50873.00,62060.00,76664.00
Iowa,19-4045,Geological and Hydrologic Technicians,80,Hourly wage,23.54,17.18,26.72,16.09,18.82,22.45,26.95,32.83
Iowa,19-4045,Geological and Hydrologic Technicians,80,Annual wage,48960.00,35736.00,55572.00,33468.00,39154.00,46700.00,56064.00,68281.00
Iowa,19-4061,Social Science Research Assistants,50,Hourly wage,20.45,12.89,24.23,11.83,14.30,18.75,25.28,30.43
Iowa,19-4061,Social Science Research Assistants,50,Annual wage,42529.00,26811.00,50388.00,24604.00,29742.00,39001.00,52583.00,63297.00
Iowa,19-4071,Forest and Conservation Technicians,610,Hourly wage,20.18,13.41,23.56,11.09,15.77,19.26,26.02,29.70
Iowa,19-4071,Forest and Conservation Technicians,610,Annual wage,41971.00,27895.00,49009.00,23068.00,32798.00,40066.00,54113.00,61766.00
Iowa,19-4092,Forensic Science Technicians,80,Hourly wage,35.43,24.76,40.76,21.72,27.33,32.50,46.21,51.22
Iowa,19-4092,Forensic Science Technicians,80,Annual wage,73691.00,51503.00,84785.00,45186.00,56849.00,67590.00,96126.00,106533.00
Iowa,19-4099,"Life, Physical, and Social Science Technicians, All Other",670,Hourly wage,21.87,15.35,25.12,14.03,16.62,19.55,26.23,33.73
Iowa,19-4099,"Life, Physical, and Social Science Technicians, All Other",670,Annual wage,45480.00,31922.00,52259.00,29182.00,34559.00,40655.00,54565.00,70153.00
Iowa,19-5011,Occupational Health and Safety Specialists,920,Hourly wage,34.47,24.47,39.47,22.06,27.12,33.43,40.74,49.62
Iowa,19-5011,Occupational Health and Safety Specialists,920,Annual wage,71695.00,50907.00,82090.00,45884.00,56402.00,69537.00,84740.00,103215.00
Iowa,19-5012,Occupational Health and Safety Technicians,280,Hourly wage,24.92,18.83,27.96,17.07,20.23,23.67,29.08,35.22
Iowa,19-5012,Occupational Health and Safety Technicians,280,Annual wage,51830.00,39157.00,58166.00,35516.00,42085.00,49238.00,60496.00,73253.00
Iowa,21-0000,Community and Social Service Occupations,19810,Hourly wage,23.09,14.00,27.64,12.58,15.88,21.46,29.32,37.05
Iowa,21-0000,Community and Social Service Occupations,19810,Annual wage,48036.00,29123.00,57492.00,26173.00,33033.00,44635.00,60977.00,77065.00
Iowa,21-1012,"Educational, Guidance, and Career Counselors and Advisors",2620,Hourly wage,26.79,18.95,30.71,17.23,21.14,26.02,32.35,38.26
Iowa,21-1012,"Educational, Guidance, and Career Counselors and Advisors",2620,Annual wage,55720.00,39413.00,63874.00,35838.00,43976.00,54128.00,67286.00,79581.00
Iowa,21-1013,Marriage and Family Therapists,640,Hourly wage,29.30,17.53,35.19,15.79,19.45,27.30,36.61,46.50
Iowa,21-1013,Marriage and Family Therapists,640,Annual wage,60954.00,36470.00,73197.00,32845.00,40458.00,56777.00,76145.00,96719.00
Iowa,21-1015,Rehabilitation Counselors,1400,Hourly wage,17.54,12.22,20.21,11.15,12.81,14.80,20.01,29.18
Iowa,21-1015,Rehabilitation Counselors,1400,Annual wage,36491.00,25414.00,42030.00,23187.00,26644.00,30782.00,41623.00,60696.00
Iowa,21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",2870,Hourly wage,25.62,15.40,30.73,14.13,17.36,23.70,32.54,41.70
Iowa,21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",2870,Annual wage,53296.00,32032.00,63927.00,29384.00,36112.00,49303.00,67677.00,86729.00
Iowa,21-1019,"Counselors, All Other",290,Hourly wage,18.18,12.90,20.82,12.46,13.52,15.79,19.69,27.18
Iowa,21-1019,"Counselors, All Other",290,Annual wage,37816.00,26823.00,43312.00,25915.00,28112.00,32846.00,40946.00,56540.00
Iowa,21-1021,"Child, Family, and School Social Workers",2130,Hourly wage,24.31,15.01,28.96,13.75,16.78,22.89,31.40,38.05
Iowa,21-1021,"Child, Family, and School Social Workers",2130,Annual wage,50570.00,31230.00,60241.00,28596.00,34906.00,47619.00,65312.00,79153.00
Iowa,21-1022,Healthcare Social Workers,1220,Hourly wage,25.89,20.09,28.79,18.80,21.92,26.07,29.79,33.02
Iowa,21-1022,Healthcare Social Workers,1220,Annual wage,53859.00,41789.00,59894.00,39095.00,45589.00,54228.00,61963.00,68683.00
Iowa,21-1023,Mental Health and Substance Abuse Social Workers,710,Hourly wage,23.97,16.22,27.85,15.32,17.66,22.19,29.02,35.54
Iowa,21-1023,Mental Health and Substance Abuse Social Workers,710,Annual wage,49860.00,33734.00,57923.00,31873.00,36728.00,46159.00,60371.00,73925.00
Iowa,21-1029,"Social Workers, All Other",530,Hourly wage,29.39,17.95,35.11,16.41,20.57,31.80,37.23,40.57
Iowa,21-1029,"Social Workers, All Other",530,Annual wage,61134.00,37330.00,73037.00,34123.00,42789.00,66136.00,77429.00,84390.00
Iowa,21-1091,Health Education Specialists,520,Hourly wage,27.49,18.73,31.88,16.99,21.48,27.62,33.34,38.72
Iowa,21-1091,Health Education Specialists,520,Annual wage,57187.00,38956.00,66303.00,35348.00,44671.00,57441.00,69344.00,80545.00
Iowa,21-1092,Probation Officers and Correctional Treatment Specialists,660,Hourly wage,33.65,24.63,38.16,22.05,27.79,34.08,39.20,46.12
Iowa,21-1092,Probation Officers and Correctional Treatment Specialists,660,Annual wage,69988.00,51220.00,79373.00,45866.00,57801.00,70892.00,81539.00,95939.00
Iowa,21-1093,Social and Human Service Assistants,4710,Hourly wage,17.33,11.81,20.09,10.69,12.97,16.46,20.83,26.27
Iowa,21-1093,Social and Human Service Assistants,4710,Annual wage,36053.00,24565.00,41797.00,22226.00,26974.00,34239.00,43332.00,54647.00
Iowa,21-1094,Community Health Workers,400,Hourly wage,18.88,12.99,21.82,12.48,14.26,18.06,22.51,26.57
Iowa,21-1094,Community Health Workers,400,Annual wage,39266.00,27026.00,45386.00,25956.00,29671.00,37558.00,46823.00,55265.00
Iowa,21-1099,"Community and Social Service Specialists, All Other",550,Hourly wage,17.74,10.84,21.19,8.87,13.02,17.01,21.32,28.72
Iowa,21-1099,"Community and Social Service Specialists, All Other",550,Annual wage,36896.00,22540.00,44074.00,18440.00,27085.00,35375.00,44345.00,59743.00
Iowa,21-2011,Clergy,370,Hourly wage,25.14,19.20,28.12,17.28,20.92,23.65,28.79,36.66
Iowa,21-2011,Clergy,370,Annual wage,52296.00,39928.00,58480.00,35941.00,43506.00,49188.00,59881.00,76263.00
Iowa,21-2021,"Directors, Religious Activities and Education",120,Hourly wage,30.47,19.05,36.18,17.26,20.39,23.51,36.19,52.85
Iowa,21-2021,"Directors, Religious Activities and Education",120,Annual wage,63382.00,39628.00,75259.00,35911.00,42414.00,48903.00,75272.00,109934.00
Iowa,21-2099,"Religious Workers, All Other",80,Hourly wage,13.61,9.12,15.86,8.45,9.58,11.78,17.49,22.61
Iowa,21-2099,"Religious Workers, All Other",80,Annual wage,28314.00,18979.00,32981.00,17575.00,19923.00,24496.00,36383.00,47037.00
Iowa,23-0000,Legal Occupations,7440,Hourly wage,40.44,18.38,51.47,16.63,21.12,30.69,49.35,76.51
Iowa,23-0000,Legal Occupations,7440,Annual wage,84118.00,38239.00,107058.00,34592.00,43939.00,63827.00,102643.00,159142.00
Iowa,23-1011,Lawyers,3180,Hourly wage,58.87,29.12,73.75,25.24,34.75,48.69,69.40,
Iowa,23-1011,Lawyers,3180,Annual wage,122456.00,60563.00,153402.00,52500.00,72286.00,101267.00,144356.00,
Iowa,23-1012,Judicial Law Clerks,50,Hourly wage,35.16,29.22,38.13,27.83,30.93,35.42,39.43,41.83
Iowa,23-1012,Judicial Law Clerks,50,Annual wage,73139.00,60787.00,79315.00,57885.00,64337.00,73677.00,82008.00,87006.00
Iowa,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",80,Hourly wage,53.04,38.85,60.13,35.71,42.28,51.52,62.89,69.87
Iowa,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",80,Annual wage,110318.00,80803.00,125076.00,74285.00,87952.00,107167.00,130818.00,145334.00
Iowa,23-1022,"Arbitrators, Mediators, and Conciliators",70,Hourly wage,50.48,31.49,59.98,22.56,41.21,50.61,66.18,75.50
Iowa,23-1022,"Arbitrators, Mediators, and Conciliators",70,Annual wage,105006.00,65489.00,124765.00,46924.00,85725.00,105259.00,137652.00,157043.00
Iowa,23-1023,"Judges, Magistrate Judges, and Magistrates",410,Hourly wage,43.17,22.59,53.46,21.00,22.58,25.20,66.59,79.88
Iowa,23-1023,"Judges, Magistrate Judges, and Magistrates",410,Annual wage,89790.00,46983.00,111194.00,43685.00,46961.00,52421.00,138517.00,166145.00
Iowa,23-2011,Paralegals and Legal Assistants,2070,Hourly wage,24.30,16.53,28.18,16.00,18.46,22.99,29.50,36.05
Iowa,23-2011,Paralegals and Legal Assistants,2070,Annual wage,50541.00,34374.00,58624.00,33272.00,38394.00,47825.00,61363.00,74974.00
Iowa,23-2093,"Title Examiners, Abstractors, and Searchers",840,Hourly wage,21.17,12.58,25.47,12.41,13.97,17.61,27.16,38.58
Iowa,23-2093,"Title Examiners, Abstractors, and Searchers",840,Annual wage,44038.00,26171.00,52971.00,25816.00,29066.00,36638.00,56499.00,80247.00
